id,text,created_at,lang,retweet_count,reply_count,like_count,source,query,category,date,hour,day_of_week,cleaned_text,readable_text,entities,text_length,word_count,processed_date,vader_negative,vader_neutral,vader_positive,vader_compound,vader_sentiment,textblob_polarity,textblob_subjectivity,textblob_sentiment
1.904315601730024e+18,"2023:05:27 14:17:37
iPhone 11 Pro back triple camera 4.25mm f/1.8
Focal Length:51mm (35mm eq.)
Aperture: f/1.8
Exposure: 1/2183s
Ev: 12.8
ISO equiv: 32
#Yellow https://t.co/SZQjiX8Khd",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,pro back triple camera mm f focal lengthmm mm eq aperture f exposure ev iso equiv yellow,iphone pro back triple camera mm f focal lengthmm mm eq aperture f exposure s ev iso equiv yellow,"{'CARDINAL': ['2023:05:27', '11', '35', '12.8'], 'QUANTITY': ['4.25mm'], 'ORG': ['Focal Length:51mm'], 'MONEY': ['32\n#']}",183,17,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.904315569588888e+18,@yoshiyooa its just me and my old iphone 11 😩,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,old 😩,its just me and my old iphone 😩,"{'GPE': ['@yoshiyooa'], 'CARDINAL': ['11']}",45,2,2025-03-28,0.174,0.826,0.0,-0.2732,negative,0.1,0.2,neutral
1.9043155417680325e+18,"Tim Walz's iPhone today.  
Let’s see what happens tomorrow.  $RKLB 😂 https://t.co/kowEvvOD9S",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,tim walzs today let’s see happens tomorrow rklb 😂,tim walzs iphone today let’s see what happens tomorrow rklb 😂,"{'PERSON': [""Tim Walz's"", 'https://t.co/kowEvvOD9S'], 'DATE': ['today', 'tomorrow']}",92,9,2025-03-28,0.096,0.711,0.193,0.4404,positive,0.0,0.0,neutral
1.9043154931311908e+18,i wish i could take things from iphone and android and make a super phone. the super nigga phone.,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,wish could take thing android make super super nigga,i wish i could take things from iphone and android and make a super phone the super nigga phone,{},97,9,2025-03-28,0.0,0.604,0.396,0.8885,positive,0.3333333333333333,0.6666666666666666,positive
1.9043154585280924e+18,This video is not a iphone commercial #meme https://t.co/irC2O7zOgM,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,video commercial meme,this video is not a iphone commercial meme,{'CARDINAL': ['#']},67,3,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.742935889e+19,Just got the new iPhone 15 Pro Max and the camera is absolutely amazing! #iPhone,2025-03-25 12:51:29.249419+00:00,en,9,27,121,Twitter for iPhone,Apple iPhone,iphone,2025-03-25,12,Tuesday,got new pro max camera absolutely amazing,just got the new iphone pro max and the camera is absolutely amazing iphone,"{'CARDINAL': ['15'], 'MONEY': ['iPhone']}",80,7,2025-03-28,0.0,0.761,0.239,0.6581,positive,0.44318181818181823,0.6772727272727272,positive
1.742935889e+19,Apple's iOS updates are so smooth. Love how my iPhone just works.,2025-03-25 15:51:29.249419+00:00,en,13,30,97,Twitter for iPhone,#iPhone,iphone,2025-03-25,15,Tuesday,apple io update smooth love work,apples ios updates are so smooth love how my iphone just works,{'ORG': ['Apple']},65,6,2025-03-28,0.0,0.711,0.289,0.6682,positive,0.45,0.55,positive
1.742935889e+19,Face ID on my new iPhone works perfectly even in low light. Great feature!,2025-03-22 18:51:29.249419+00:00,en,35,28,79,Twitter for Android,Apple iPhone,iphone,2025-03-22,18,Saturday,face id new work perfectly even low light great feature,face id on my new iphone works perfectly even in low light great feature,{},74,10,2025-03-28,0.097,0.507,0.396,0.8172,positive,0.5072727272727272,0.6409090909090909,positive
1.742935889e+19,The iPhone camera is incredible for night photography. Best phone camera I've used.,2025-03-25 00:51:29.249419+00:00,en,44,16,52,Twitter for iPhone,#iPhone,iphone,2025-03-25,0,Tuesday,camera incredible night photography best camera ive used,the iphone camera is incredible for night photography best phone camera ive used,{'TIME': ['night']},83,8,2025-03-28,0.0,0.741,0.259,0.6369,positive,0.95,0.6,positive
1.742935889e+19,Apple's build quality on the iPhone is second to none. This thing feels premium.,2025-03-25 05:51:29.249419+00:00,en,6,8,122,Twitter for iPhone,#iPhone,iphone,2025-03-25,5,Tuesday,apple build quality second none thing feel premium,apples build quality on the iphone is second to none this thing feels premium,"{'ORG': ['Apple', 'iPhone'], 'ORDINAL': ['second']}",80,8,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.742935889e+19,iPhone performance is still great after a year of heavy use. Apple silicon is impressive.,2025-03-23 22:51:29.249419+00:00,en,33,0,105,Twitter for Android,iPhone,iphone,2025-03-23,22,Sunday,performance still great year heavy use silicon impressive,iphone performance is still great after a year of heavy use apple silicon is impressive,"{'DATE': ['a year'], 'ORG': ['Apple']}",89,8,2025-03-28,0.0,0.637,0.363,0.8126,positive,0.5333333333333333,0.75,positive
1.742935889e+19,The iPhone ecosystem integration with my MacBook and iPad is seamless. Love it!,2025-03-23 05:51:29.249419+00:00,en,32,9,99,Twitter for Android,iPhone,iphone,2025-03-23,5,Sunday,ecosystem integration macbook ipad seamless love,the iphone ecosystem integration with my macbook and ipad is seamless love it,"{'ORG': ['MacBook', 'iPad']}",79,6,2025-03-28,0.0,0.728,0.272,0.6696,positive,0.3625,0.35,positive
1.742935889e+19,iPhone's haptic feedback is so satisfying. Android phones just don't compare.,2025-03-25 07:51:29.249419+00:00,en,29,5,153,Twitter for iPhone,#iPhone,iphone,2025-03-25,7,Tuesday,iphones haptic feedback satisfying android phone dont compare,iphones haptic feedback is so satisfying android phones just dont compare,"{'ORG': ['iPhone', 'Android']}",77,8,2025-03-28,0.0,0.721,0.279,0.5949,positive,0.5,1.0,positive
1.742935889e+19,iPhone speakers are surprisingly good for such a slim device. Great stereo sound.,2025-03-22 17:51:29.249419+00:00,en,17,30,80,Twitter for iPhone,Apple iPhone,iphone,2025-03-22,17,Saturday,speaker surprisingly good slim device great stereo sound,iphone speakers are surprisingly good for such a slim device great stereo sound,{},81,8,2025-03-28,0.0,0.521,0.479,0.8481,positive,0.475,0.5625,positive
1.742935889e+19,Battery life on this iPhone is disappointing. Barely lasts half a day with normal use.,2025-03-22 19:51:29.249419+00:00,en,8,3,64,Twitter for Web,Apple iPhone,iphone,2025-03-22,19,Saturday,battery life disappointing barely last half day normal use,battery life on this iphone is disappointing barely lasts half a day with normal use,"{'ORG': ['iPhone'], 'DATE': ['half a day']}",86,9,2025-03-28,0.186,0.814,0.0,-0.4939,negative,-0.14166666666666664,0.4041666666666666,negative
1.742935889e+19,iPhone prices are getting ridiculous. Is it really worth $1200 for a phone?,2025-03-25 02:51:29.249419+00:00,en,18,8,197,Twitter for Web,iPhone,iphone,2025-03-25,2,Tuesday,price getting ridiculous really worth,iphone prices are getting ridiculous is it really worth for a phone,{'MONEY': ['1200']},75,5,2025-03-28,0.159,0.701,0.14,-0.079,negative,-0.016666666666666663,0.55,neutral
1.742935889e+19,iPhone storage fills up way too quickly. 128GB should be the minimum option.,2025-03-23 04:51:29.249419+00:00,en,9,21,99,Twitter for Android,iPhone,iphone,2025-03-23,4,Sunday,storage fill way quickly gb minimum option,iphone storage fills up way too quickly gb should be the minimum option,"{'CARDINAL': ['128'], 'PERSON': ['GB']}",76,7,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.3333333333333333,0.5,positive
1.742935889e+19,Why is iPhone battery degradation still such an issue? Mine's at 85% after just 8 months.,2025-03-22 19:51:29.249419+00:00,en,16,9,177,Twitter for Android,iPhone,iphone,2025-03-22,19,Saturday,battery degradation still issue mine month,why is iphone battery degradation still such an issue mines at after just months,"{'ORG': ['Mine'], 'PERCENT': ['85%'], 'DATE': ['just 8 months']}",89,6,2025-03-28,0.185,0.815,0.0,-0.5267,negative,0.0,0.5,neutral
1.742935889e+19,The new iPhone camera bump is huge. Makes the phone wobble on flat surfaces.,2025-03-23 11:51:29.249419+00:00,en,21,26,187,Twitter for iPhone,Apple iPhone,iphone,2025-03-23,11,Sunday,new camera bump huge make wobble flat surface,the new iphone camera bump is huge makes the phone wobble on flat surfaces,{},76,8,2025-03-28,0.0,0.85,0.15,0.3182,positive,0.17045454545454544,0.49318181818181817,positive
1.742935889e+19,Frustrated with my iPhone's signal strength. Keeps dropping calls in my house.,2025-03-22 17:51:29.249419+00:00,en,7,0,76,Twitter for Web,Apple iPhone,iphone,2025-03-22,17,Saturday,frustrated iphones signal strength keep dropping call house,frustrated with my iphones signal strength keeps dropping calls in my house,{'ORG': ['iPhone']},78,8,2025-03-28,0.205,0.602,0.193,-0.0516,negative,-0.7,0.2,negative
1.742935889e+19,Apple's repair costs for iPhone are absurd. $600 for a simple screen replacement?,2025-03-23 10:51:29.249419+00:00,en,12,1,37,Twitter for iPhone,Apple iPhone,iphone,2025-03-23,10,Sunday,apple repair cost absurd simple screen replacement,apples repair costs for iphone are absurd for a simple screen replacement,"{'ORG': ['Apple', 'iPhone'], 'MONEY': ['600']}",81,7,2025-03-28,0.0,1.0,0.0,0.0,neutral,-0.25,0.6785714285714286,negative
1.742935889e+19,So tired of Apple removing features from iPhone and calling it 'innovation'.,2025-03-23 12:51:29.249419+00:00,en,47,6,64,Twitter for Android,iPhone,iphone,2025-03-23,12,Sunday,tired removing feature calling innovation,so tired of apple removing features from iphone and calling it innovation,"{'ORG': ['Apple', 'iPhone']}",76,5,2025-03-28,0.202,0.633,0.165,-0.1513,negative,-0.4,0.7,negative
1.742935889e+19,iPhone's Lightning port is outdated. Why hasn't Apple switched to USB-C yet?,2025-03-22 21:51:29.249419+00:00,en,40,15,28,Twitter for iPhone,#iPhone,iphone,2025-03-22,21,Saturday,iphones lightning port outdated hasnt switched usbc yet,iphones lightning port is outdated why hasnt apple switched to usbc yet,"{'ORG': ['iPhone', 'Apple']}",76,8,2025-03-28,0.0,1.0,0.0,0.0,neutral,-0.4000000000000001,0.6333333333333334,negative
1.742935889e+19,The iPhone display is gorgeous but I wish it didn't have that notch at the top.,2025-03-23 04:51:29.249419+00:00,en,16,13,200,Twitter for iPhone,iPhone,iphone,2025-03-23,4,Sunday,display gorgeous wish didnt notch top,the iphone display is gorgeous but i wish it didnt have that notch at the top,{'ORG': ['iPhone']},79,6,2025-03-28,0.0,0.612,0.388,0.8047,positive,0.6,0.7,positive
1.742935889e+19,Just updated my iPhone to the latest iOS version.,2025-03-24 23:51:29.249419+00:00,en,41,8,84,Twitter for Web,#iPhone,iphone,2025-03-24,23,Monday,updated latest io version,just updated my iphone to the latest ios version,{},49,4,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.5,0.9,positive
1.742935889e+19,Comparing iPhone and Android features for my next purchase.,2025-03-23 14:51:29.249419+00:00,en,3,25,198,Twitter for iPhone,Apple iPhone,iphone,2025-03-23,14,Sunday,comparing android feature next purchase,comparing iphone and android features for my next purchase,{'ORG': ['Android']},59,5,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.742935889e+19,Does anyone know if the iPhone 15 is water resistant?,2025-03-23 23:51:29.249419+00:00,en,10,12,98,Twitter for iPhone,iPhone,iphone,2025-03-23,23,Sunday,anyone know water resistant,does anyone know if the iphone is water resistant,{},53,4,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.742935889e+19,Looking at iPhone cases online. So many options.,2025-03-23 13:51:29.249419+00:00,en,35,25,192,Twitter for iPhone,Apple iPhone,iphone,2025-03-23,13,Sunday,looking case online many option,looking at iphone cases online so many options,{},48,5,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.5,0.5,positive
1.742935889e+19,My iPhone arrived today. Setting it up now.,2025-03-25 13:51:29.249419+00:00,en,28,3,69,Twitter for Web,iPhone,iphone,2025-03-25,13,Tuesday,arrived today setting,my iphone arrived today setting it up now,"{'ORG': ['iPhone'], 'DATE': ['today']}",43,3,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.742935889e+19,The iPhone comes in several colors this year.,2025-03-24 19:51:29.249419+00:00,en,48,28,161,Twitter for iPhone,iPhone,iphone,2025-03-24,19,Monday,come several color year,the iphone comes in several colors this year,{'DATE': ['this year']},45,4,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.742935889e+19,Trying to decide between the iPhone Pro and regular models.,2025-03-23 18:51:29.249419+00:00,en,40,24,125,Twitter for Android,Apple iPhone,iphone,2025-03-23,18,Sunday,trying decide pro regular model,trying to decide between the iphone pro and regular models,{},59,5,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.07692307692307693,neutral
1.742935889e+19,iPhone prices vary a lot depending on storage capacity.,2025-03-23 14:51:29.249419+00:00,en,48,24,198,Twitter for Android,#iPhone,iphone,2025-03-23,14,Sunday,price vary lot depending storage capacity,iphone prices vary a lot depending on storage capacity,{},55,6,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.742935889e+19,The Galaxy S23 Ultra's 200MP camera is insane! Samsung really nailed it this year. #SamsungGalaxy,2025-03-25 09:51:29.249419+00:00,en,50,14,24,Twitter for iPhone,Samsung Galaxy,galaxy,2025-03-25,9,Tuesday,ultras mp camera insane really nailed year samsunggalaxy,the galaxy s ultras mp camera is insane samsung really nailed it this year samsunggalaxy,"{'PRODUCT': ['200MP'], 'DATE': ['this year']}",97,8,2025-03-28,0.176,0.824,0.0,-0.4574,negative,-0.4,0.6,negative
1.742935889e+19,Samsung's display technology is the best in the industry. This AMOLED screen is stunning.,2025-03-25 01:51:29.249419+00:00,en,5,30,19,Twitter for iPhone,Galaxy Note,galaxy,2025-03-25,1,Tuesday,samsungs display technology best industry amoled screen stunning,samsungs display technology is the best in the industry this amoled screen is stunning,{'ORG': ['Samsung']},89,8,2025-03-28,0.0,0.638,0.362,0.7783,positive,0.75,0.65,positive
1.742935889e+19,The customization options on my Galaxy are endless. Love being able to make it truly mine.,2025-03-23 13:51:29.249419+00:00,en,13,21,186,Twitter for Web,#SamsungGalaxy,galaxy,2025-03-23,13,Sunday,customization option endless love able make truly mine,the customization options on my galaxy are endless love being able to make it truly mine,{},90,8,2025-03-28,0.0,0.664,0.336,0.7964,positive,0.2916666666666667,0.6583333333333333,positive
1.742935889e+19,Samsung's build quality has improved so much. This Galaxy feels solid and premium.,2025-03-22 19:51:29.249419+00:00,en,14,23,164,Twitter for iPhone,Galaxy S,galaxy,2025-03-22,19,Saturday,samsungs build quality improved much feel solid premium,samsungs build quality has improved so much this galaxy feels solid and premium,{'ORG': ['Samsung']},82,8,2025-03-28,0.0,0.701,0.299,0.5719,positive,0.1,0.15000000000000002,neutral
1.742935889e+19,Galaxy S Pen functionality is a game changer for taking notes and drawing.,2025-03-23 16:51:29.249419+00:00,en,7,12,127,Twitter for Android,Galaxy Note,galaxy,2025-03-23,16,Sunday,pen functionality game changer taking note drawing,galaxy s pen functionality is a game changer for taking notes and drawing,{},74,7,2025-03-28,0.0,1.0,0.0,0.0,neutral,-0.4,0.4,negative
1.742935889e+19,The wide-angle lens on the Galaxy camera is perfect for landscape photography.,2025-03-24 23:51:29.249419+00:00,en,44,20,92,Twitter for Web,Galaxy Note,galaxy,2025-03-24,23,Monday,wideangle lens camera perfect landscape photography,the wideangle lens on the galaxy camera is perfect for landscape photography,{},78,6,2025-03-28,0.0,0.748,0.252,0.5719,positive,1.0,1.0,positive
1.742935889e+19,Samsung DeX is underrated. Turning my Galaxy into a desktop is super useful.,2025-03-23 20:51:29.249419+00:00,en,8,28,166,Twitter for iPhone,Galaxy Note,galaxy,2025-03-23,20,Sunday,dex underrated turning desktop super useful,samsung dex is underrated turning my galaxy into a desktop is super useful,{'PERSON': ['Samsung DeX']},76,6,2025-03-28,0.0,0.618,0.382,0.7783,positive,0.31666666666666665,0.3333333333333333,positive
1.742935889e+19,The Galaxy's adaptive refresh rate makes scrolling so smooth while saving battery.,2025-03-25 14:51:29.249419+00:00,en,15,14,37,Twitter for iPhone,Samsung Galaxy,galaxy,2025-03-25,14,Tuesday,galaxy adaptive refresh rate make scrolling smooth saving battery,the galaxys adaptive refresh rate makes scrolling so smooth while saving battery,{},82,9,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.4,0.5,positive
1.742935889e+19,Samsung's fast charging is incredible. 0 to 50% in just 15 minutes!,2025-03-25 10:51:29.249419+00:00,en,11,20,73,Twitter for iPhone,Galaxy S,galaxy,2025-03-25,10,Tuesday,samsungs fast charging incredible minute,samsungs fast charging is incredible to in just minutes,"{'ORG': ['Samsung'], 'PERCENT': ['0 to 50%'], 'TIME': ['just 15 minutes']}",67,5,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.6,0.75,positive
1.742935889e+19,Samsung's One UI is so clunky compared to stock Android. Too many duplicate apps.,2025-03-24 23:51:29.249419+00:00,en,2,18,175,Twitter for Android,Galaxy S,galaxy,2025-03-24,23,Monday,samsungs one ui clunky compared stock android many duplicate apps,samsungs one ui is so clunky compared to stock android too many duplicate apps,"{'ORG': ['Samsung', 'UI', 'Android'], 'CARDINAL': ['One']}",81,10,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.5,0.5,positive
1.742935889e+19,Battery life on my Galaxy S22 is terrible. Barely makes it through the day.,2025-03-23 15:51:29.249419+00:00,en,17,15,95,Twitter for Android,Samsung Galaxy,galaxy,2025-03-23,15,Sunday,battery life terrible barely make day,battery life on my galaxy s is terrible barely makes it through the day,"{'PERSON': ['Galaxy S22'], 'DATE': ['the day']}",75,6,2025-03-28,0.193,0.807,0.0,-0.4767,negative,-0.475,0.55,negative
1.742935889e+19,Galaxy phones have too much bloatware. Why do I need two app stores?,2025-03-23 01:51:29.249419+00:00,en,24,3,53,Twitter for iPhone,Galaxy Note,galaxy,2025-03-23,1,Sunday,phone much bloatware need two app store,galaxy phones have too much bloatware why do i need two app stores,{'CARDINAL': ['two']},68,7,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.2,0.2,positive
1.742935889e+19,Samsung needs to improve their update policy. My Galaxy is still waiting for Android 14.,2025-03-22 18:51:29.249419+00:00,en,7,25,71,Twitter for Android,#SamsungGalaxy,galaxy,2025-03-22,18,Saturday,need improve update policy still waiting android,samsung needs to improve their update policy my galaxy is still waiting for android,"{'ORG': ['Samsung', 'Android'], 'CARDINAL': ['14']}",88,7,2025-03-28,0.0,0.828,0.172,0.4404,positive,0.0,0.0,neutral
1.742935889e+19,My Galaxy overheats during gaming sessions. Performance throttling is annoying.,2025-03-22 20:51:29.249419+00:00,en,42,8,139,Twitter for Web,Galaxy S,galaxy,2025-03-22,20,Saturday,overheats gaming session performance throttling annoying,my galaxy overheats during gaming sessions performance throttling is annoying,{},79,6,2025-03-28,0.231,0.769,0.0,-0.4019,negative,-0.8,0.9,negative
1.742935889e+19,Disappointed with my Galaxy camera in low light. Photos are noisy and blurry.,2025-03-25 05:51:29.249419+00:00,en,17,21,143,Twitter for iPhone,Samsung Galaxy,galaxy,2025-03-25,5,Tuesday,disappointed camera low light photo noisy blurry,disappointed with my galaxy camera in low light photos are noisy and blurry,{},77,7,2025-03-28,0.48,0.52,0.0,-0.743,negative,-0.11666666666666665,0.5833333333333334,negative
1.742935889e+19,Samsung's customer service is awful. Been waiting weeks for my Galaxy repair.,2025-03-24 11:51:29.249419+00:00,en,48,5,52,Twitter for iPhone,Galaxy S,galaxy,2025-03-24,11,Monday,samsungs customer service awful waiting week repair,samsungs customer service is awful been waiting weeks for my galaxy repair,"{'ORG': ['Samsung'], 'DATE': ['weeks']}",77,7,2025-03-28,0.214,0.786,0.0,-0.4588,negative,-1.0,1.0,negative
1.742935889e+19,The curved screen on my Galaxy causes so many accidental touches. Frustrating!,2025-03-23 18:51:29.249419+00:00,en,47,6,112,Twitter for Android,Galaxy Note,galaxy,2025-03-23,18,Sunday,curved screen cause many accidental touch frustrating,the curved screen on my galaxy causes so many accidental touches frustrating,{},78,7,2025-03-28,0.323,0.677,0.0,-0.5818,negative,0.0,0.7,neutral
1.742935889e+19,Galaxy phones slow down so much after a year. Planned obsolescence at its finest.,2025-03-24 03:51:29.249419+00:00,en,21,4,124,Twitter for Web,#SamsungGalaxy,galaxy,2025-03-24,3,Monday,phone slow much year planned obsolescence finest,galaxy phones slow down so much after a year planned obsolescence at its finest,{'DATE': ['a year']},81,7,2025-03-28,0.0,1.0,0.0,0.0,neutral,-0.0851851851851852,0.2962962962962963,neutral
1.742935889e+19,The Galaxy Z Fold is revolutionary. Having a tablet in my pocket changes everything.,2025-03-25 03:51:29.249419+00:00,en,48,30,175,Twitter for Android,Samsung Galaxy,galaxy,2025-03-25,3,Tuesday,z fold revolutionary tablet pocket change everything,the galaxy z fold is revolutionary having a tablet in my pocket changes everything,{'ORG': ['The Galaxy Z Fold']},84,7,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.742935889e+19,Checking out the new Galaxy S24 specs online.,2025-03-23 20:51:29.249419+00:00,en,50,22,124,Twitter for Android,#SamsungGalaxy,galaxy,2025-03-23,20,Sunday,checking new spec online,checking out the new galaxy s specs online,{'PRODUCT': ['Galaxy S24']},45,4,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.13636363636363635,0.45454545454545453,positive
1.742935889e+19,Considering switching from my old phone to a Galaxy.,2025-03-23 20:51:29.249419+00:00,en,13,0,7,Twitter for Android,#SamsungGalaxy,galaxy,2025-03-23,20,Sunday,considering switching old,considering switching from my old phone to a galaxy,{},52,3,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.1,0.2,neutral
1.742935889e+19,Does the Galaxy S23 have expandable storage?,2025-03-24 11:51:29.249419+00:00,en,44,9,49,Twitter for Web,Galaxy S,galaxy,2025-03-24,11,Monday,expandable storage,does the galaxy s have expandable storage,{'WORK_OF_ART': ['the Galaxy S23']},44,2,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.742935889e+19,Looking at different Galaxy models to compare prices.,2025-03-24 20:51:29.249419+00:00,en,47,7,129,Twitter for iPhone,#SamsungGalaxy,galaxy,2025-03-24,20,Monday,looking different model compare price,looking at different galaxy models to compare prices,{},53,5,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.6,neutral
1.742935889e+19,Just ordered a new case for my Galaxy phone.,2025-03-25 12:51:29.249419+00:00,en,2,12,36,Twitter for Web,Galaxy S,galaxy,2025-03-25,12,Tuesday,ordered new case,just ordered a new case for my galaxy phone,{},44,3,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.13636363636363635,0.45454545454545453,positive
1.742935889e+19,Samsung announced the Galaxy release date today.,2025-03-24 12:51:29.249419+00:00,en,20,21,40,Twitter for Android,Galaxy S,galaxy,2025-03-24,12,Monday,announced release date today,samsung announced the galaxy release date today,"{'ORG': ['Samsung'], 'PERSON': ['Galaxy'], 'DATE': ['today']}",48,4,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.742935889e+19,The Galaxy comes with different RAM options this year.,2025-03-23 03:51:29.249419+00:00,en,46,16,30,Twitter for Web,Samsung Galaxy,galaxy,2025-03-23,3,Sunday,come different ram option year,the galaxy comes with different ram options this year,"{'ORG': ['RAM'], 'DATE': ['this year']}",54,5,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.6,neutral
1.742935889e+19,Comparing camera specs between Galaxy models.,2025-03-23 02:51:29.249419+00:00,en,8,26,99,Twitter for iPhone,Galaxy Note,galaxy,2025-03-23,2,Sunday,comparing camera spec model,comparing camera specs between galaxy models,{'ORG': ['Galaxy']},45,4,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.9054721759072384e+18,Did I do the iPhone thing right? https://t.co/FI1PAuxVGw,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,thing right,did i do the iphone thing right,{'ORG': ['iPhone']},56,2,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.2857142857142857,0.5357142857142857,positive
1.905472090863436e+18,D&amp;d best shit iPhone came out with,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,dampd best shit came,dampd best shit iphone came out with,{},38,4,2025-03-28,0.281,0.391,0.328,0.1531,positive,0.4,0.55,positive
1.905472008236008e+18,"Apples get your exclusive wall papers for your Iwatch  and iPhone! 📱 

SHAZAMING ALSO HELPS ON 🍎🎶👀

Let’s keep going and keep pushing! Our streaming week hasn’t ended! 🔥

#ARMYonAppleMusic https://t.co/PaAC2aM92g",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,apple get exclusive wall paper iwatch 📱 shazaming also help 🍎🎶👀 let’s keep going keep pushing streaming week hasn’t ended 🔥 armyonapplemusic,apples get your exclusive wall papers for your iwatch and iphone 📱 shazaming also helps on 🍎🎶👀 let’s keep going and keep pushing our streaming week hasn’t ended 🔥 armyonapplemusic,{},212,22,2025-03-28,0.058,0.803,0.139,0.5121,positive,0.0,0.0,neutral
1.905471994365416e+18,@kizoo_214 iPhone user,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,user,iphone user,{},22,1,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.905471965151868e+18,@sipho__nkosi @Am_Blujay Most of them get infected with hiv for a IPhone and frontal.,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,get infected hiv frontal,most of them get infected with hiv for a iphone and frontal,"{'ORG': ['@sipho__nkosi', 'IPhone']}",85,4,2025-03-28,0.198,0.802,0.0,-0.4939,negative,0.5,0.5,positive
1.9054719269125527e+18,Remember when you’d ask if they had an iPhone charger and there was a single option #wtf #apple,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,remember you’d ask charger single option wtf,remember when you’d ask if they had an iphone charger and there was a single option wtf apple,"{'CARDINAL': ['#'], 'PERSON': ['apple']}",95,7,2025-03-28,0.183,0.817,0.0,-0.5859,negative,-0.2857142857142857,0.6071428571428571,negative
1.905471891814388e+18,@angeltearzzz2 Seeing this makes me miss my purple iPhone. 🙂‍↕️✨,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,seeing make miss purple 🙂‍↕️✨,seeing this makes me miss my purple iphone 🙂‍↕️✨,{'PERSON': ['@angeltearzzz2 Seeing']},64,5,2025-03-28,0.086,0.645,0.269,0.5279,positive,0.0,0.0,neutral
1.9054718766771407e+18,"@AntiAntifragil @Hera_Aoe This. AirTags are a must to put in luggage. Use the original Apple ones as they get global network. 99% chance someone has an Iphone or Apple Watch wherever your bags possibly end up. You can buzz the airtag and it will try to hit nearby Apple Devices, and send you the location",2025-03-28 04:36:59.594846+00:00,en,0,0,1,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,airtags must put luggage use original one get global network chance someone watch wherever bag possibly end buzz airtag try hit nearby device send location,this airtags are a must to put in luggage use the original apple ones as they get global network chance someone has an iphone or apple watch wherever your bags possibly end up you can buzz the airtag and it will try to hit nearby apple devices and send you the location,"{'ORG': ['Apple', 'Iphone', 'Apple Watch', 'Apple Devices'], 'PERCENT': ['99%']}",304,25,2025-03-28,0.0,0.925,0.075,0.5106,positive,0.125,0.5833333333333334,positive
