id,text,created_at,lang,retweet_count,reply_count,like_count,source,query,category,date,hour,day_of_week,cleaned_text,readable_text,entities,text_length,word_count,processed_date,vader_negative,vader_neutral,vader_positive,vader_compound,vader_sentiment,textblob_polarity,textblob_subjectivity,textblob_sentiment,dominant_topic,topic_probability
1.742935889e+19,iPhone's haptic feedback is so satisfying. Android phones just don't compare.,2025-03-25 07:51:29.249419+00:00,en,29,5,153,Twitter for iPhone,#iPhone,iphone,2025-03-25,7,Tuesday,iphones haptic feedback satisfying android phone dont compare,iphones haptic feedback is so satisfying android phones just dont compare,"{'ORG': ['iPhone', 'Android']}",77,8,2025-03-28,0.0,0.721,0.279,0.5949,positive,0.5,1.0,positive,0,0.9364616870880127
1.742935889e+19,iPhone speakers are surprisingly good for such a slim device. Great stereo sound.,2025-03-22 17:51:29.249419+00:00,en,17,30,80,Twitter for iPhone,Apple iPhone,iphone,2025-03-22,17,Saturday,speaker surprisingly good slim device great stereo sound,iphone speakers are surprisingly good for such a slim device great stereo sound,{},81,8,2025-03-28,0.0,0.521,0.479,0.8481,positive,0.475,0.5625,positive,1,0.9177905917167664
1.742935889e+19,Battery life on this iPhone is disappointing. Barely lasts half a day with normal use.,2025-03-22 19:51:29.249419+00:00,en,8,3,64,Twitter for Web,Apple iPhone,iphone,2025-03-22,19,Saturday,battery life disappointing barely last half day normal use,battery life on this iphone is disappointing barely lasts half a day with normal use,"{'ORG': ['iPhone'], 'DATE': ['half a day']}",86,9,2025-03-28,0.186,0.814,0.0,-0.4939,negative,-0.1416666666666666,0.4041666666666666,negative,1,0.9332875609397888
1.742935889e+19,iPhone prices are getting ridiculous. Is it really worth $1200 for a phone?,2025-03-25 02:51:29.249419+00:00,en,18,8,197,Twitter for Web,iPhone,iphone,2025-03-25,2,Tuesday,price getting ridiculous really worth,iphone prices are getting ridiculous is it really worth for a phone,{'MONEY': ['1200']},75,5,2025-03-28,0.159,0.701,0.14,-0.079,negative,-0.0166666666666666,0.55,neutral,1,0.7828407883644104
1.742935889e+19,iPhone storage fills up way too quickly. 128GB should be the minimum option.,2025-03-23 04:51:29.249419+00:00,en,9,21,99,Twitter for Android,iPhone,iphone,2025-03-23,4,Sunday,storage fill way quickly gb minimum option,iphone storage fills up way too quickly gb should be the minimum option,"{'CARDINAL': ['128'], 'PERSON': ['GB']}",76,7,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.3333333333333333,0.5,positive,1,0.8683907985687256
1.742935889e+19,Why is iPhone battery degradation still such an issue? Mine's at 85% after just 8 months.,2025-03-22 19:51:29.249419+00:00,en,16,9,177,Twitter for Android,iPhone,iphone,2025-03-22,19,Saturday,battery degradation still issue mine month,why is iphone battery degradation still such an issue mines at after just months,"{'ORG': ['Mine'], 'PERCENT': ['85%'], 'DATE': ['just 8 months']}",89,6,2025-03-28,0.185,0.815,0.0,-0.5267,negative,0.0,0.5,neutral,1,0.7426512837409973
1.742935889e+19,The new iPhone camera bump is huge. Makes the phone wobble on flat surfaces.,2025-03-23 11:51:29.249419+00:00,en,21,26,187,Twitter for iPhone,Apple iPhone,iphone,2025-03-23,11,Sunday,new camera bump huge make wobble flat surface,the new iphone camera bump is huge makes the phone wobble on flat surfaces,{},76,8,2025-03-28,0.0,0.85,0.15,0.3182,positive,0.1704545454545454,0.4931818181818181,positive,1,0.7470214366912842
1.742935889e+19,Frustrated with my iPhone's signal strength. Keeps dropping calls in my house.,2025-03-22 17:51:29.249419+00:00,en,7,0,76,Twitter for Web,Apple iPhone,iphone,2025-03-22,17,Saturday,frustrated iphones signal strength keep dropping call house,frustrated with my iphones signal strength keeps dropping calls in my house,{'ORG': ['iPhone']},78,8,2025-03-28,0.205,0.602,0.193,-0.0516,negative,-0.7,0.2,negative,1,0.9270827770233154
1.742935889e+19,Apple's repair costs for iPhone are absurd. $600 for a simple screen replacement?,2025-03-23 10:51:29.249419+00:00,en,12,1,37,Twitter for iPhone,Apple iPhone,iphone,2025-03-23,10,Sunday,apple repair cost absurd simple screen replacement,apples repair costs for iphone are absurd for a simple screen replacement,"{'ORG': ['Apple', 'iPhone'], 'MONEY': ['600']}",81,7,2025-03-28,0.0,1.0,0.0,0.0,neutral,-0.25,0.6785714285714286,negative,0,0.8161852359771729
1.742935889e+19,So tired of Apple removing features from iPhone and calling it 'innovation'.,2025-03-23 12:51:29.249419+00:00,en,47,6,64,Twitter for Android,iPhone,iphone,2025-03-23,12,Sunday,tired removing feature calling innovation,so tired of apple removing features from iphone and calling it innovation,"{'ORG': ['Apple', 'iPhone']}",76,5,2025-03-28,0.202,0.633,0.165,-0.1513,negative,-0.4,0.7,negative,0,0.5073815584182739
1.742935889e+19,iPhone's Lightning port is outdated. Why hasn't Apple switched to USB-C yet?,2025-03-22 21:51:29.249419+00:00,en,40,15,28,Twitter for iPhone,#iPhone,iphone,2025-03-22,21,Saturday,iphones lightning port outdated hasnt switched usbc yet,iphones lightning port is outdated why hasnt apple switched to usbc yet,"{'ORG': ['iPhone', 'Apple']}",76,8,2025-03-28,0.0,1.0,0.0,0.0,neutral,-0.4000000000000001,0.6333333333333334,negative,0,0.5
1.742935889e+19,The iPhone display is gorgeous but I wish it didn't have that notch at the top.,2025-03-23 04:51:29.249419+00:00,en,16,13,200,Twitter for iPhone,iPhone,iphone,2025-03-23,4,Sunday,display gorgeous wish didnt notch top,the iphone display is gorgeous but i wish it didnt have that notch at the top,{'ORG': ['iPhone']},79,6,2025-03-28,0.0,0.612,0.388,0.8047,positive,0.6,0.7,positive,0,0.8675011992454529
1.742935889e+19,Just updated my iPhone to the latest iOS version.,2025-03-24 23:51:29.249419+00:00,en,41,8,84,Twitter for Web,#iPhone,iphone,2025-03-24,23,Monday,updated latest io version,just updated my iphone to the latest ios version,{},49,4,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.5,0.9,positive,1,0.8395748734474182
1.742935889e+19,Comparing iPhone and Android features for my next purchase.,2025-03-23 14:51:29.249419+00:00,en,3,25,198,Twitter for iPhone,Apple iPhone,iphone,2025-03-23,14,Sunday,comparing android feature next purchase,comparing iphone and android features for my next purchase,{'ORG': ['Android']},59,5,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral,0,0.81784588098526
1.742935889e+19,Does anyone know if the iPhone 15 is water resistant?,2025-03-23 23:51:29.249419+00:00,en,10,12,98,Twitter for iPhone,iPhone,iphone,2025-03-23,23,Sunday,anyone know water resistant,does anyone know if the iphone is water resistant,{},53,4,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral,0,0.8134391903877258
1.742935889e+19,Looking at iPhone cases online. So many options.,2025-03-23 13:51:29.249419+00:00,en,35,25,192,Twitter for iPhone,Apple iPhone,iphone,2025-03-23,13,Sunday,looking case online many option,looking at iphone cases online so many options,{},48,5,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.5,0.5,positive,0,0.7475479245185852
1.742935889e+19,My iPhone arrived today. Setting it up now.,2025-03-25 13:51:29.249419+00:00,en,28,3,69,Twitter for Web,iPhone,iphone,2025-03-25,13,Tuesday,arrived today setting,my iphone arrived today setting it up now,"{'ORG': ['iPhone'], 'DATE': ['today']}",43,3,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral,0,0.9233397841453552
1.742935889e+19,The iPhone comes in several colors this year.,2025-03-24 19:51:29.249419+00:00,en,48,28,161,Twitter for iPhone,iPhone,iphone,2025-03-24,19,Monday,come several color year,the iphone comes in several colors this year,{'DATE': ['this year']},45,4,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral,0,0.7474820017814636
1.742935889e+19,Trying to decide between the iPhone Pro and regular models.,2025-03-23 18:51:29.249419+00:00,en,40,24,125,Twitter for Android,Apple iPhone,iphone,2025-03-23,18,Sunday,trying decide pro regular model,trying to decide between the iphone pro and regular models,{},59,5,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0769230769230769,neutral,0,0.8314052224159241
1.742935889e+19,iPhone prices vary a lot depending on storage capacity.,2025-03-23 14:51:29.249419+00:00,en,48,24,198,Twitter for Android,#iPhone,iphone,2025-03-23,14,Sunday,price vary lot depending storage capacity,iphone prices vary a lot depending on storage capacity,{},55,6,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral,1,0.7477217316627502
1.9054721759072384e+18,Did I do the iPhone thing right? https://t.co/FI1PAuxVGw,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,thing right,did i do the iphone thing right,{'ORG': ['iPhone']},56,2,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.2857142857142857,0.5357142857142857,positive,0,0.9104359745979309
1.905472090863436e+18,D&amp;d best shit iPhone came out with,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,dampd best shit came,dampd best shit iphone came out with,{},38,4,2025-03-28,0.281,0.391,0.328,0.1531,positive,0.4,0.55,positive,1,0.744010865688324
1.905472008236008e+18,"Apples get your exclusive wall papers for your Iwatch  and iPhone! 📱 

SHAZAMING ALSO HELPS ON 🍎🎶👀

Let’s keep going and keep pushing! Our streaming week hasn’t ended! 🔥

#ARMYonAppleMusic https://t.co/PaAC2aM92g",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,apple get exclusive wall paper iwatch 📱 shazaming also help 🍎🎶👀 let’s keep going keep pushing streaming week hasn’t ended 🔥 armyonapplemusic,apples get your exclusive wall papers for your iwatch and iphone 📱 shazaming also helps on 🍎🎶👀 let’s keep going and keep pushing our streaming week hasn’t ended 🔥 armyonapplemusic,{},212,22,2025-03-28,0.058,0.803,0.139,0.5121,positive,0.0,0.0,neutral,1,0.9236753582954407
1.905471994365416e+18,@kizoo_214 iPhone user,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,user,iphone user,{},22,1,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral,0,0.8959373235702515
1.905471965151868e+18,@sipho__nkosi @Am_Blujay Most of them get infected with hiv for a IPhone and frontal.,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,get infected hiv frontal,most of them get infected with hiv for a iphone and frontal,"{'ORG': ['@sipho__nkosi', 'IPhone']}",85,4,2025-03-28,0.198,0.802,0.0,-0.4939,negative,0.5,0.5,positive,0,0.9383051991462708
1.9054719269125527e+18,Remember when you’d ask if they had an iPhone charger and there was a single option #wtf #apple,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,remember you’d ask charger single option wtf,remember when you’d ask if they had an iphone charger and there was a single option wtf apple,"{'CARDINAL': ['#'], 'PERSON': ['apple']}",95,7,2025-03-28,0.183,0.817,0.0,-0.5859,negative,-0.2857142857142857,0.6071428571428571,negative,0,0.8294588923454285
1.905471891814388e+18,@angeltearzzz2 Seeing this makes me miss my purple iPhone. 🙂‍↕️✨,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,seeing make miss purple 🙂‍↕️✨,seeing this makes me miss my purple iphone 🙂‍↕️✨,{'PERSON': ['@angeltearzzz2 Seeing']},64,5,2025-03-28,0.086,0.645,0.269,0.5279,positive,0.0,0.0,neutral,0,0.6162880659103394
1.9054718766771407e+18,"@AntiAntifragil @Hera_Aoe This. AirTags are a must to put in luggage. Use the original Apple ones as they get global network. 99% chance someone has an Iphone or Apple Watch wherever your bags possibly end up. You can buzz the airtag and it will try to hit nearby Apple Devices, and send you the location",2025-03-28 04:36:59.594846+00:00,en,0,0,1,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,airtags must put luggage use original one get global network chance someone watch wherever bag possibly end buzz airtag try hit nearby device send location,this airtags are a must to put in luggage use the original apple ones as they get global network chance someone has an iphone or apple watch wherever your bags possibly end up you can buzz the airtag and it will try to hit nearby apple devices and send you the location,"{'ORG': ['Apple', 'Iphone', 'Apple Watch', 'Apple Devices'], 'PERCENT': ['99%']}",304,25,2025-03-28,0.0,0.925,0.075,0.5106,positive,0.125,0.5833333333333334,positive,1,0.7782430648803711
1.9054718738337303e+18,iPhone teckno. https://t.co/Cw7p8lANuZ,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,teckno,iphone teckno,{},38,1,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral,0,0.6173033714294434
1.905471672783962e+18,"kinda iconic how hybe wanted to take away that apple collab from njz, then eta dropped with lyrics dissing park jiwon while the mv was filmed with an iphone 💀 https://t.co/udAgb5Pav9",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,kinda iconic hybe wanted take away collab njz eta dropped lyric dissing park jiwon mv filmed 💀,kinda iconic how hybe wanted to take away that apple collab from njz then eta dropped with lyrics dissing park jiwon while the mv was filmed with an iphone 💀,{'PERSON': ['park jiwon']},182,17,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.5,0.5,positive,0,0.9205377697944641
1.905477168739607e+18,"Gave my homeless buddy a free iPhone since I have a few for work. It’s fully set up with insurance, a case, and plenty of pics and videos to keep him busy. Wish someone had done that for me. You can run your whole life on these phones.",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,gave homeless buddy free since work it’s fully set insurance case plenty pic video keep busy wish someone done run whole life phone,gave my homeless buddy a free iphone since i have a few for work it’s fully set up with insurance a case and plenty of pics and videos to keep him busy wish someone had done that for me you can run your whole life on these phones,{},235,23,2025-03-28,0.0,0.885,0.115,0.7184,positive,0.125,0.4,positive,-1,0.0
1.905477078637515e+18,I really need a new iPhone cuz my computer straight up crashed on me last week,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,really need new cuz computer straight crashed last week,i really need a new iphone cuz my computer straight up crashed on me last week,{'DATE': ['last week']},78,9,2025-03-28,0.0,0.888,0.112,0.2263,positive,0.1340909090909091,0.2803030303030303,positive,-1,0.0
1.9054768335308145e+18,"@AliAlamzadeh @zollotech iPhone 16 Pro. I don’t use a case with mine. I also have the both newer 25w style MagSafe charger, and older style charger as well.",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,pro don’t use case mine also newer w style magsafe charger older style charger well,iphone pro i don’t use a case with mine i also have the both newer w style magsafe charger and older style charger as well,"{'CARDINAL': ['16', '25w'], 'GPE': ['MagSafe']}",156,15,2025-03-28,0.0,0.928,0.072,0.2732,positive,0.1666666666666666,0.3333333333333333,positive,-1,0.0
1.905476816128901e+18,THESE MEERUT BOYS MARRIED MENS ALL BAD CHARACTER WANT TO ENTER OTHERS HOME!! AS VIRINDA YOGESHS WIVE A THIEF STOLE IPHONE FROM PF OFFICE! IN DWARKA SECTOR 23 OTHERS OF OFFICE ENTERING SOCIETY TO BLAME OTHER FAMILIES FORCING TO MEET CRTICISING ABUSING CURSING OTHERS PARENTS AS,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,meerut boy married men bad character want enter others home virinda yogeshs wive thief stole pf office dwarka sector others office entering society blame family forcing meet crticising abusing cursing others parent,these meerut boys married mens all bad character want to enter others home as virinda yogeshs wive a thief stole iphone from pf office in dwarka sector others of office entering society to blame other families forcing to meet crticising abusing cursing others parents as,"{'PERSON': ['VIRINDA YOGESHS WIVE A THIEF STOLE IPHONE FROM PF OFFICE'], 'CARDINAL': ['23']}",276,32,2025-03-28,0.272,0.693,0.034,-0.9439,negative,-0.2916666666666667,0.4305555555555555,negative,-1,0.0
1.905476761053205e+18,"if i didn’t have an iPhone, would i still experience those moments where u just spoke on something for the first time ever &amp; now you see it everywhere all of a sudden?",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,didn’t would still experience moment u spoke something first time ever see everywhere sudden,if i didn’t have an iphone would i still experience those moments where u just spoke on something for the first time ever amp now you see it everywhere all of a sudden,"{'ORG': ['iPhone'], 'ORDINAL': ['first']}",171,14,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.125,0.4166666666666666,positive,-1,0.0
1.9054766273433108e+18,@GamingonPhone iPhone 13,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,,iphone,{'CARDINAL': ['13']},24,0,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral,-1,0.0
1.905476595936363e+18,@ruuna_070 Do you not criticize or complain even when Apple unexpectedly releases a disappointing iPhone? Complaining is a rightful demand that content consumers make to content providers.,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,criticize complain even unexpectedly release disappointing complaining rightful demand content consumer make content provider,do you not criticize or complain even when apple unexpectedly releases a disappointing iphone complaining is a rightful demand that content consumers make to content providers,{'ORG': ['Apple']},188,14,2025-03-28,0.198,0.671,0.131,-0.2973,negative,-0.25,0.85,negative,-1,0.0
1.9054765420814167e+18,"@geekyranjit Last week I faced similar issue with my IPhone 13, service centre people asked 29k for screen replacement but they are doing it free for pro and pro max users 🤨",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,last week faced similar issue service centre people asked k screen replacement free pro pro max user 🤨,last week i faced similar issue with my iphone service centre people asked k for screen replacement but they are doing it free for pro and pro max users 🤨,"{'DATE': ['Last week'], 'LAW': ['IPhone 13'], 'CARDINAL': ['29k'], 'PERSON': ['max']}",173,18,2025-03-28,0.0,0.884,0.116,0.6652,positive,0.1333333333333333,0.4222222222222222,positive,-1,0.0
1.905476498682676e+18,"If you phone is having errors with X app 
Two suggestions: 

1.UPDATE YOUR IPHONE COMPLETELY TO IOS 18.3.2  

2.UPDATE THE X APP THROUGH APP STORE https://t.co/WZ447Dhmdn",2025-03-28 04:36:59.594846+00:00,en,0,0,2,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,error x app two suggestion update completely io update x app app store,if you phone is having errors with x app two suggestions update your iphone completely to ios update the x app through app store,"{'CARDINAL': ['Two'], 'ORG': ['COMPLETELY', 'IOS']}",170,13,2025-03-28,0.088,0.912,0.0,-0.34,negative,0.1,0.4,neutral,-1,0.0
1.905476453904348e+18,@chhagendersingh iPhone 7,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,,iphone,{'CARDINAL': ['7']},25,0,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral,-1,0.0
